hero_name,type,name,description,attribute,attribute_detail
Sombra,Ability,VirusLSHIFT,Infect enemies with a projectile that deals damage over time. Virus damages hacked targets at a faster rate.,headshot,✕
Sombra,Ability,VirusLSHIFT,Infect enemies with a projectile that deals damage over time. Virus damages hacked targets at a faster rate.,cast time,0.06 + 0.38 seconds
Sombra,Ability,VirusLSHIFT,Infect enemies with a projectile that deals damage over time. Virus damages hacked targets at a faster rate.,duration,4 seconds (normal)2 seconds (hacked)
Sombra,Ability,VirusLSHIFT,Infect enemies with a projectile that deals damage over time. Virus damages hacked targets at a faster rate.,projectile speed,51 m/s
Sombra,Ability,VirusLSHIFT,Infect enemies with a projectile that deals damage over time. Virus damages hacked targets at a faster rate.,projectile radius,0.5 meters
Sombra,Ability,TranslocatorE,Throw a beacon and teleport to it. Become stealthed for a short duration after teleporting.,cast time,0 + 0.4 seconds
Sombra,Ability,TranslocatorE,Throw a beacon and teleport to it. Become stealthed for a short duration after teleporting.,duration,0.25 seconds (teleport delay)0.4 seconds (invulnerability)5 seconds (invisibility)
Sombra,Ability,TranslocatorE,Throw a beacon and teleport to it. Become stealthed for a short duration after teleporting.,area of effect,4 meter radius (detection)
Sombra,Ability,TranslocatorE,Throw a beacon and teleport to it. Become stealthed for a short duration after teleporting.,mov. speed buff,+60%
Sombra,Ability,TranslocatorE,Throw a beacon and teleport to it. Become stealthed for a short duration after teleporting.,projectile speed,72 m/s
Sombra,Ability,EMPQ,"Deal damage to all nearby enemies based on their current health, hacking them and destroying barriers around you.",damage,25% of current health
Sombra,Ability,EMPQ,"Deal damage to all nearby enemies based on their current health, hacking them and destroying barriers around you.",headshot,✕
Sombra,Ability,EMPQ,"Deal damage to all nearby enemies based on their current health, hacking them and destroying barriers around you.",cast time,0.3 + 0.34 seconds
Sombra,Ability,EMPQ,"Deal damage to all nearby enemies based on their current health, hacking them and destroying barriers around you.",duration,"8 seconds (reveal, heroes)3 seconds (ability disable, heroes)45 seconds (health packs)10 seconds (disable, objects)"
Sombra,Ability,EMPQ,"Deal damage to all nearby enemies based on their current health, hacking them and destroying barriers around you.",area of effect,15 meters
Sombra,Perk,Encrypted Upload,"Hack can be used while invisible, successful hacks increase the duration of stealth by 2 seconds.",,
Sombra,Perk,CTRL ALT ESC,Teleporting with Translocator while at critical health initiates passive health regeneration.,,
Sombra,Perk,White Hat,Hack can be used on allies to restore 100 health over 2 seconds.,healing,100 over 2 seconds
Sombra,Perk,Viral Replication,Hitting a hacked enemy with Virus spreads Virus to enemies within 8 meters.,area of effect,8 meter radius
Sombra,Ability,Stealth,"When out of combat, become invisible and move faster.",cast time,0.25 (fade out)0.375 seconds (fade in)
Sombra,Ability,Stealth,"When out of combat, become invisible and move faster.",duration,∞
Sombra,Ability,Stealth,"When out of combat, become invisible and move faster.",area of effect,4 meter radius (detection)
Sombra,Ability,Stealth,"When out of combat, become invisible and move faster.",mov. speed buff,+60%
Sombra,Ability,Stealth,"When out of combat, become invisible and move faster.",cooldown,3.5 seconds
Sombra,Ability,Translocator (old)E,"Throw a beacon, then press E again to teleport to it. Press F to remove it.",health,5
Sombra,Ability,Translocator (old)E,"Throw a beacon, then press E again to teleport to it. Press F to remove it.",cast time,instantly for throw + 0.5 s. recovery 0.4 s. invulnerability (translocating)
Sombra,Ability,Translocator (old)E,"Throw a beacon, then press E again to teleport to it. Press F to remove it.",duration,∞
Sombra,Ability,Translocator (old)E,"Throw a beacon, then press E again to teleport to it. Press F to remove it.",projectile speed,25 meters per second
Sombra,Perk,Viral Efficacy,Virus' cooldown is reduced by 3 seconds when an enemy affected by Virus is eliminated.,,
Sombra,Perk,Stack Overflow,"Hack's silence duration is increased by 100%, but its range is decreased by 15%.",max. range,12.75 meters
Symmetra,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,healing modification,-30% received (non-tanks)-15% received (tanks)
Symmetra,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,duration,2 seconds
Symmetra,Ability,Photon Projector,Short-range beam weapon with increasing damage.,damage,60/120/180 per second
Symmetra,Ability,Photon Projector,Short-range beam weapon with increasing damage.,headshot,✕
Symmetra,Ability,Photon Projector,Short-range beam weapon with increasing damage.,ammo consumption,10 per second
Symmetra,Ability,Photon Projector,Short-range beam weapon with increasing damage.,ammo,100
Symmetra,Ability,Photon Projector,Short-range beam weapon with increasing damage.,reload time,1.5 seconds animation
Symmetra,Ability,Photon Projector,Short-range beam weapon with increasing damage.,max. range,12 meters
Symmetra,Ability,Photon Projector,Short-range beam weapon with increasing damage.,projectile radius,0.25 meters
Symmetra,Ability,Photon Projector Alt Fire,"Hold to charge, release to fire explosive orb.",damage,"5 - 50 (direct hit)5 - 50 (splash, enemy)"
Symmetra,Ability,Photon Projector Alt Fire,"Hold to charge, release to fire explosive orb.",headshot,✕
Symmetra,Ability,Photon Projector Alt Fire,"Hold to charge, release to fire explosive orb.",rate of fire,0.1 seconds recovery for reuse0.25 s. recovery for use primary
Symmetra,Ability,Photon Projector Alt Fire,"Hold to charge, release to fire explosive orb.",ammo consumption,10 (max charge)
Symmetra,Ability,Photon Projector Alt Fire,"Hold to charge, release to fire explosive orb.",ammo,100
Symmetra,Ability,Photon Projector Alt Fire,"Hold to charge, release to fire explosive orb.",reload time,1.5 seconds animation
Symmetra,Ability,Photon Projector Alt Fire,"Hold to charge, release to fire explosive orb.",cast time,0.16 seconds (to min charge)1 second (to full charge)
Symmetra,Ability,Photon Projector Alt Fire,"Hold to charge, release to fire explosive orb.",area of effect,Up to 2 meters radius (explosion)
Symmetra,Ability,Photon Projector Alt Fire,"Hold to charge, release to fire explosive orb.",projectile speed,50 meters per second
Symmetra,Ability,Photon Projector Alt Fire,"Hold to charge, release to fire explosive orb.",projectile radius,0.115 - 0.575 meters
Symmetra,Ability,Sentry TurretLSHIFT,Deploy a small turret that damages and slows enemies.,damage,30 per second
Symmetra,Ability,Sentry TurretLSHIFT,Deploy a small turret that damages and slows enemies.,headshot,✕
Symmetra,Ability,Sentry TurretLSHIFT,Deploy a small turret that damages and slows enemies.,health,40
Symmetra,Ability,Sentry TurretLSHIFT,Deploy a small turret that damages and slows enemies.,cast time,0.22 seconds for throw + 0.28 s. recovery for shoot~1 second (deployment)
Symmetra,Ability,Sentry TurretLSHIFT,Deploy a small turret that damages and slows enemies.,duration,Until destroyed or replaced
Symmetra,Ability,Sentry TurretLSHIFT,Deploy a small turret that damages and slows enemies.,max. range,10 meters (turret beam)
Symmetra,Ability,Sentry TurretLSHIFT,Deploy a small turret that damages and slows enemies.,movement slow,−15% per turret
Symmetra,Ability,Sentry TurretLSHIFT,Deploy a small turret that damages and slows enemies.,projectile speed,20 meters per second
Symmetra,Ability,TeleporterE,Create two temporary teleporters that enable instance travel between them.,health,100
Symmetra,Ability,TeleporterE,Create two temporary teleporters that enable instance travel between them.,shields,250
Symmetra,Ability,TeleporterE,Create two temporary teleporters that enable instance travel between them.,cast time,1 + 0.72 seconds (deployment)
Symmetra,Ability,TeleporterE,Create two temporary teleporters that enable instance travel between them.,duration,10 seconds
Symmetra,Ability,TeleporterE,Create two temporary teleporters that enable instance travel between them.,max. range,30 meters
Symmetra,Ability,TeleporterE,Create two temporary teleporters that enable instance travel between them.,area of effect,1.5 meter (interact range)
Symmetra,Ability,Photon BarrierQ,Deploy a massive energy barrier.,barrier health,4000
Symmetra,Ability,Photon BarrierQ,Deploy a massive energy barrier.,duration,12 seconds
Symmetra,Ability,Photon BarrierQ,Deploy a massive energy barrier.,max. range,25 meters
Symmetra,Ability,Photon BarrierQ,Deploy a massive energy barrier.,area of effect,484 m × 50 m
Symmetra,Perk,Sentry Capacity,Sentry Turret gains an additional charge.,,
Symmetra,Perk,Advanced Teleportation,Teleporter’s range is increased by 50%.,,
Symmetra,Perk,Perfect Alignment,Primary fire’s range increases by 15% with each additional charge level.,,
Symmetra,Perk,Shield Battery,Symmetra regenerates 20 shields per second while within 10 meters of her teleporter.,,
Symmetra,Ability,Photon Shield,Symmetra surrounds an ally with a hard-light shield that absorbs damage and persists as long as that ally remains alive.,shields,+25
Symmetra,Ability,Photon Shield,Symmetra surrounds an ally with a hard-light shield that absorbs damage and persists as long as that ally remains alive.,duration,Until target dies
Symmetra,Ability,Photon Shield,Symmetra surrounds an ally with a hard-light shield that absorbs damage and persists as long as that ally remains alive.,max. range,20 meters
Symmetra,Ability,Photon Barrier (old),Symmetra projects a moving barrier that absorbs damage as it travels forward.,barrier health,1000
Symmetra,Ability,Photon Barrier (old),Symmetra projects a moving barrier that absorbs damage as it travels forward.,duration,Until impact
Symmetra,Ability,Photon Barrier (old),Symmetra projects a moving barrier that absorbs damage as it travels forward.,area of effect,5 meters width
Symmetra,Ability,Photon Barrier (old),Symmetra projects a moving barrier that absorbs damage as it travels forward.,projectile speed,5.5 meters per second
Symmetra,Ability,Teleporter (old)Q,"Symmetra places a teleporter exit pad at her current location, and connects it to a teleporter entry pad at her team’s starting point. Allies can travel through the entry pad to the exit pad instantly, enabling them to return to the fight swiftly after being defeated.",ammo,6 uses
Symmetra,Ability,Teleporter (old)Q,"Symmetra places a teleporter exit pad at her current location, and connects it to a teleporter entry pad at her team’s starting point. Allies can travel through the entry pad to the exit pad instantly, enabling them to return to the fight swiftly after being defeated.",health,50
Symmetra,Ability,Teleporter (old)Q,"Symmetra places a teleporter exit pad at her current location, and connects it to a teleporter entry pad at her team’s starting point. Allies can travel through the entry pad to the exit pad instantly, enabling them to return to the fight swiftly after being defeated.",shields,350
Symmetra,Ability,Teleporter (old)Q,"Symmetra places a teleporter exit pad at her current location, and connects it to a teleporter entry pad at her team’s starting point. Allies can travel through the entry pad to the exit pad instantly, enabling them to return to the fight swiftly after being defeated.",cast time,2 seconds
Symmetra,Ability,Teleporter (old)Q,"Symmetra places a teleporter exit pad at her current location, and connects it to a teleporter entry pad at her team’s starting point. Allies can travel through the entry pad to the exit pad instantly, enabling them to return to the fight swiftly after being defeated.",duration,Until destroyed or out of uses
Symmetra,Ability,Shield GeneratorQ,Symmetra deploys a wide-radius generator that provides increased shielding to her entire team.,health,50
Symmetra,Ability,Shield GeneratorQ,Symmetra deploys a wide-radius generator that provides increased shielding to her entire team.,shields,350 (teleporter)  +75 (to allies)
Symmetra,Ability,Shield GeneratorQ,Symmetra deploys a wide-radius generator that provides increased shielding to her entire team.,cast time,2 seconds
Symmetra,Ability,Shield GeneratorQ,Symmetra deploys a wide-radius generator that provides increased shielding to her entire team.,duration,5 seconds fade delayUntil destroyed (Generator)
Symmetra,Ability,Shield GeneratorQ,Symmetra deploys a wide-radius generator that provides increased shielding to her entire team.,area of effect,50 meters
Torbjörn,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,healing modification,-30% received (non-tanks)-15% received (tanks)
Torbjörn,Ability,Role: Damage,Damaging an enemy temporarily reduces their healing received.,duration,2 seconds
Torbjörn,Ability,Rivet Gun1,"Slow firing, long-ranged weapon.",damage,70
Torbjörn,Ability,Rivet Gun1,"Slow firing, long-ranged weapon.",headshot,✓ (x2)
Torbjörn,Ability,Rivet Gun1,"Slow firing, long-ranged weapon.",rate of fire,1.96 shots/s
Torbjörn,Ability,Rivet Gun1,"Slow firing, long-ranged weapon.",ammo,18
Torbjörn,Ability,Rivet Gun1,"Slow firing, long-ranged weapon.",reload time,2 seconds
Torbjörn,Ability,Rivet Gun1,"Slow firing, long-ranged weapon.",projectile speed,70 m/s
Torbjörn,Ability,Rivet Gun1,"Slow firing, long-ranged weapon.",projectile radius,0.18 meters
Torbjörn,Ability,Rivet Gun Alt Fire1,Inaccurate but powerful short-range weapon.,damage,12.5 - 3.75 per pellet 125 - 37.5 per shot
Torbjörn,Ability,Rivet Gun Alt Fire1,Inaccurate but powerful short-range weapon.,falloff range,10 – 20 meters
Torbjörn,Ability,Rivet Gun Alt Fire1,Inaccurate but powerful short-range weapon.,headshot,✓ (x2)
Torbjörn,Ability,Rivet Gun Alt Fire1,Inaccurate but powerful short-range weapon.,rate of fire,1.43 shots/s
Torbjörn,Ability,Rivet Gun Alt Fire1,Inaccurate but powerful short-range weapon.,bullets per shot,10
Torbjörn,Ability,Rivet Gun Alt Fire1,Inaccurate but powerful short-range weapon.,ammo consumption,2
Torbjörn,Ability,Rivet Gun Alt Fire1,Inaccurate but powerful short-range weapon.,ammo,18
Torbjörn,Ability,Rivet Gun Alt Fire1,Inaccurate but powerful short-range weapon.,reload time,2 seconds
Torbjörn,Ability,Rivet Gun Alt Fire1,Inaccurate but powerful short-range weapon.,spread angle,4.5 degrees
Torbjörn,Ability,Rivet Gun Alt Fire1,Inaccurate but powerful short-range weapon.,projectile speed,120 m/s
Torbjörn,Ability,Rivet Gun Alt Fire1,Inaccurate but powerful short-range weapon.,projectile radius,0.05 meters
Torbjörn,Ability,Forge Hammer2,Swing to repair your turret or damage an enemy.,damage,70
Torbjörn,Ability,Forge Hammer2,Swing to repair your turret or damage an enemy.,headshot,✕
Torbjörn,Ability,Forge Hammer2,Swing to repair your turret or damage an enemy.,healing,50 (to Torbjörn's turret)
Torbjörn,Ability,Forge Hammer2,Swing to repair your turret or damage an enemy.,rate of fire,1 swing per ~0.7 seconds
Torbjörn,Ability,Forge Hammer2,Swing to repair your turret or damage an enemy.,duration,0.192 seconds (hitbox active)
Torbjörn,Ability,Forge Hammer2,Swing to repair your turret or damage an enemy.,max. range,2.5 meters
Torbjörn,Ability,Deploy TurretLSHIFT,Deploy a self-building turret.,damage,12
